   1.0000000e+00   1.0000000e+00   5.1792829e-02   4.7808765e-02   3.9840637e-03   0.0000000e+00   2.3904382e-02   1.1952191e-02   2.3904382e-02   0.0000000e+00   2.3904382e-02   0.0000000e+00   0.0000000e+00   4.7808765e-02   5.1792829e-02   0.0000000e+00   0.0000000e+00   1.1952191e-02   5.5776892e-02   3.1872510e-02   1.9920319e-02   1.9920319e-02   2.7888446e-02   1.1952191e-02   1.9920319e-02   0.0000000e+00   2.7888446e-02   1.9920319e-02   1.1952191e-02   3.1872510e-02   5.5776892e-02   0.0000000e+00   1.5936255e-02   1.1952191e-02   5.5776892e-02   7.9681275e-03   0.0000000e+00   0.0000000e+00   3.1872510e-02   5.1792829e-02   1.9920319e-02   3.9840637e-03   3.5856574e-02   0.0000000e+00   0.0000000e+00   7.9681275e-03   5.5776892e-02   3.9840637e-03   1.5936255e-02   4.7808765e-02
   1.0000000e+00   2.0000000e+00   2.6415094e-02   3.7735849e-03   3.0188679e-02   0.0000000e+00   3.3962264e-02   7.5471698e-03   4.1509434e-02   0.0000000e+00   2.2641509e-02   1.8867925e-02   2.2641509e-02   5.6603774e-02   3.0188679e-02   1.5094340e-02   1.8867925e-02   3.3962264e-02   2.6415094e-02   0.0000000e+00   4.1509434e-02   7.5471698e-03   2.2641509e-02   7.5471698e-03   4.1509434e-02   0.0000000e+00   7.5471698e-03   7.5471698e-03   2.2641509e-02   4.1509434e-02   1.8867925e-02   2.6415094e-02   2.6415094e-02   3.0188679e-02   2.2641509e-02   0.0000000e+00   4.1509434e-02   7.5471698e-03   2.6415094e-02   0.0000000e+00   3.0188679e-02   3.7735849e-03   1.8867925e-02   3.3962264e-02   2.2641509e-02   0.0000000e+00   1.8867925e-02   5.6603774e-02   2.6415094e-02   0.0000000e+00
   1.0000000e+00   3.0000000e+00   1.8115942e-02   7.9710145e-02   2.8985507e-02   0.0000000e+00   1.4492754e-02   5.7971014e-02   3.2608696e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.1739130e-02   7.2463768e-02   1.4492754e-02   1.4492754e-02   2.5362319e-02   6.1594203e-02   3.6231884e-02   3.6231884e-03   0.0000000e+00   7.2463768e-03   5.4347826e-02   7.2463768e-03   0.0000000e+00   7.2463768e-03   0.0000000e+00   1.4492754e-02   7.2463768e-03   1.0869565e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0869565e-02   0.0000000e+00   3.2608696e-02   5.4347826e-02   3.6231884e-03   0.0000000e+00   2.8985507e-02   7.9710145e-02   0.0000000e+00   6.8840580e-02   1.8115942e-02   3.6231884e-03   1.0869565e-02   7.6086957e-02   2.1739130e-02   0.0000000e+00
   1.0000000e+00   4.0000000e+00   2.8806584e-02   4.1152263e-03   3.7037037e-02   4.1152263e-03   3.7037037e-02   8.2304527e-03   5.3497942e-02   0.0000000e+00   1.2345679e-02   0.0000000e+00   2.8806584e-02   7.8189300e-02   2.4691358e-02   0.0000000e+00   2.0576132e-02   6.9958848e-02   2.8806584e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.7613169e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.1728395e-02   8.2304527e-03   0.0000000e+00   4.1152263e-03   4.1152263e-02   4.1152263e-03   0.0000000e+00   8.2304527e-03   2.4691358e-02   4.1152263e-03   5.3497942e-02   8.2304527e-03   2.8806584e-02   4.1152263e-03   3.7037037e-02   4.1152263e-03   4.1152263e-03   6.5843621e-02   2.0576132e-02   0.0000000e+00   1.2345679e-02   8.2304527e-02   2.8806584e-02   0.0000000e+00
   1.0000000e+00   5.0000000e+00   3.8251366e-02   5.4644809e-03   4.3715847e-02   0.0000000e+00   4.9180328e-02   1.0928962e-02   6.0109290e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.7322404e-02   5.4644809e-03   2.1857923e-02   1.0928962e-02   6.0109290e-02   0.0000000e+00   3.8251366e-02   0.0000000e+00   6.0109290e-02   1.0928962e-02   3.2786885e-02   1.0928962e-02   6.0109290e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.9180328e-02   1.0928962e-02   2.1857923e-02   1.0928962e-02   4.9180328e-02   0.0000000e+00   3.2786885e-02   0.0000000e+00   6.0109290e-02   1.0928962e-02   3.8251366e-02   0.0000000e+00   4.3715847e-02   5.4644809e-03   0.0000000e+00   0.0000000e+00   7.1038251e-02   5.4644809e-03   5.4644809e-03   5.4644809e-03   3.2786885e-02   0.0000000e+00
   1.0000000e+00   6.0000000e+00   5.0000000e-02   7.1428571e-03   5.0000000e-02   0.0000000e+00   6.4285714e-02   1.4285714e-02   6.4285714e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.2857143e-02   7.1428571e-03   7.1428571e-03   7.1428571e-03   9.2857143e-02   0.0000000e+00   5.0000000e-02   0.0000000e+00   6.4285714e-02   1.4285714e-02   4.2857143e-02   1.4285714e-02   6.4285714e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.4285714e-02   1.4285714e-02   2.8571429e-02   1.4285714e-02   6.4285714e-02   0.0000000e+00   4.2857143e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.2857143e-02   7.1428571e-03   7.1428571e-03   7.1428571e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0000000e+00   7.0000000e+00   1.6233766e-02   7.1428571e-02   2.9220779e-02   0.0000000e+00   1.2987013e-02   4.5454545e-02   3.2467532e-02   0.0000000e+00   3.2467532e-03   0.0000000e+00   2.2727273e-02   5.8441558e-02   9.7402597e-03   9.7402597e-03   2.9220779e-02   5.1948052e-02   4.2207792e-02   9.7402597e-03   0.0000000e+00   6.4935065e-03   4.8701299e-02   6.4935065e-03   0.0000000e+00   6.4935065e-03   6.4935065e-03   3.2467532e-03   5.1948052e-02   3.2467532e-03   9.7402597e-03   3.2467532e-03   3.5714286e-02   1.2987013e-02   9.7402597e-03   0.0000000e+00   3.2467532e-02   4.5454545e-02   3.2467532e-03   0.0000000e+00   2.9220779e-02   7.7922078e-02   1.6233766e-02   2.2727273e-02   3.5714286e-02   0.0000000e+00   9.7402597e-03   4.8701299e-02   2.9220779e-02   0.0000000e+00
   1.0000000e+00   8.0000000e+00   4.0697674e-02   5.8139535e-03   5.8139535e-03   5.8139535e-03   8.7209302e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.7209302e-02   5.8139535e-03   5.8139535e-03   5.8139535e-03   4.0697674e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.0697674e-02   0.0000000e+00   7.5581395e-02   1.1627907e-02   3.4883721e-02   1.1627907e-02   7.5581395e-02   0.0000000e+00   3.4883721e-02   1.1627907e-02   5.2325581e-02   0.0000000e+00   4.0697674e-02   0.0000000e+00   5.2325581e-02   1.1627907e-02   3.4883721e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.5581395e-02   5.8139535e-03   5.8139535e-03   5.8139535e-03   7.5581395e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.4883721e-02   5.8139535e-03   5.8139535e-03   5.8139535e-03
   1.0000000e+00   9.0000000e+00   1.5217391e-01   2.1739130e-02   2.1739130e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.1739130e-02   1.5217391e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.5217391e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.5217391e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.3043478e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.1739130e-02   2.1739130e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.3043478e-01   2.1739130e-02   0.0000000e+00   0.0000000e+00
   1.0000000e+00   1.0000000e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1627907e-01   7.7519380e-03   7.7519380e-03   7.7519380e-03   5.4263566e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.3255814e-02   7.7519380e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0852713e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.4263566e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.1007752e-02   2.3255814e-02   4.6511628e-02   6.9767442e-02   3.8759690e-02   7.7519380e-03   3.8759690e-02   9.3023256e-02   4.6511628e-02   3.8759690e-02   1.5503876e-02   0.0000000e+00   4.6511628e-02   9.3023256e-02   2.3255814e-02   0.0000000e+00
